code,text
Personal advice,That would be cool.
"Complementing, expressing appreciation","You also used the Kaggle site, which I recently discovered as a great data science tool."
Negative Activating,I think the header space is too easy to miss.
"Complementing, expressing appreciation","Hi Andrew,I think it is a very good solution that allows easy comparison between different categories and different countries, as well as the evolution of values over time."
Vocatives (addressing individual),Hello DavidI’d also like to make such a graph in local elections.
Positive Activating,This is extremely impressive!
Positive Activating,I love the idea of normalizing to the global average and showing how each country deviate.
Vocatives (addressing individual),"Hi Donna,Thank you for the feedback and suggestions, especially including the introduction/spread of treatment on the chart."
Negative Activating,"The map in the current format does not bring any info, it just confuses me."
Negative Activating,I had some trouble knowing what point you were trying to make.
Negative Activating,I wonder where Ireland and Chad would wound up.
Expressing agreement,I agree that a percentage conversion would do better good
Personal advice,But here are my thoughts:- I would spell out once what ESL means .
"Complementing, expressing appreciation",Thank you for the feedback
Negative Activating,I can’t really see it on the pic (although is nice draft!) and wonder how would you show it: as full and non-full boxes?
"Complementing, expressing appreciation",Many thanks for your ideas!
Self-disclosure & expressing values,Your story has made me hungry...off to find some cheese!
"Complementing, expressing appreciation",Your graphics are nice and clean.
Vocatives (addressing individual),"Hi Ruth, Thank you for this post."
"Complementing, expressing appreciation",This is cool!
Vocatives (addressing individual),"Hi Natallia,Thank you for your feedback and observations."
Personal advice,May be you could split the in formation in a couple of graphics.
"Complementing, expressing appreciation","Hi Ruth,What a really nice work, congrats."
"Complementing, expressing appreciation",I am amazed you did this with so many countries! Great job!
"Phatics, salutations and greetings, Social sharing","Hello Gabriela, thank you for your sharing your interesting research."
Negative Activating,I just discovered that my dataset is missing some prominent jazz musicians!
Unconventional emotion expression,Nice one Cris :)
Asking questions,"When you say that ""These murders are associated with alcohol and celebrations."", are there data that prove it ?"
"Complementing, expressing appreciation","Hi, Andrea --I’m glad you like the work I’ve done so far."
Personal advice,If you were to continue I would suggest making a research about arm sales and regions where they are more easy to get and explore what the links could be.
"Complementing, expressing appreciation","This is amazing, and such an inspiration for the rest of us!"
Personal advice,I think that particular component could be implemented more effectively
Quoting from others' messages & Referring explicitly to others' messages,also distracted by the gray text box overlapping the data.
"Complementing, expressing appreciation","I really like it overall - it’s a good, clean design."
Personal advice,Perhaps you could cut some text or make a few more slides.
"Complementing, expressing appreciation",Nice work Julian.
Personal advice,you might consider changing them.
Vocatives (addressing individual),"Hi, Perry --I’m hoping to dig into some of the areas you’ve mentioned."
Positive Activating,"Hi Lauren, curious about why would you like to make it interactive if you would get rid of map."
Quoting from others' messages & Referring explicitly to others' messages,"I wanted to share here two sources of local data that seem quite robust, these are for New York City:https://opendata.cityofnewyork.us/https://data2go.nyc/"
Positive Activating,"I think it’s interesting because I would expect that the U.S. and Mexico would make up a large portion of the exports, but seeing it compared to Asia is a stark difference."
Negative Deactivating,the templates are a bit limited
"Complementing, expressing appreciation","Mark, thanks for the suggestion!"
Expressing disagreement,I’m not sure if it’s a good idea.
Quoting from others' messages & Referring explicitly to others' messages,"although, as someone wrote it, I was"
Personal advice,One small suggestion: could you change the font colour of the label for each category to match the colour of the line? This might anchor the association between that value and the category it is linked to.
Negative Activating,"can’t figure out how to get rid of the country codes on the side, which is problematic b/c there are more countries than there is room for on the image."
Personal advice,Another idea would be to use the data to help people avoid bites in the future.
"Complementing, expressing appreciation","Hi Julian,Great Storytelling with your visualizations."
"Complementing, expressing appreciation",Nice analyse!
Positive Activating,I hope you are having a good week.
"Complementing, expressing appreciation",well done !
Quoting from others' messages & Referring explicitly to others' messages,"this is my storyhttps://public.flourish.studio/story/10707/,not about cheese, but... what do you think about?"
Quoting from others' messages & Referring explicitly to others' messages,"Digging deeper into the site, after reading articles like this one (https://www.ciclocidade.org.br/quem-somos/noticias/835-a-bicicleta-os-desafios-das-mulheres-de-sao-paulo)"
Self-disclosure & expressing values,"As a parent of two adopted cats, I’m pleased with the results."
"Complementing, expressing appreciation","Cool, thank you."
Personal advice,"Though it would be relevant for other stats.2. I would make dots smallers, and letter of provinces larger."
"Phatics, salutations and greetings, Social sharing",chart and having just one scale for all data points.
Personal advice,I would also use percentage of growth
Asking questions,Are you displaying the resident populations of the countries? What about emigration? What percentage of the native born population is no longer living in the country? And when did they leave?
Negative Activating,I miss the legend for the animated graph (unless it’s hidden somewhere I can’t see it)
"Complementing, expressing appreciation",Fascinating story Takura
"Phatics, salutations and greetings, Social sharing","Dear Camilla,You are right, ’life expectancy at birth’ is a complex term."
"Complementing, expressing appreciation",Thank you!
Asking questions,then what does the average really tell you?
"Complementing, expressing appreciation",The data is clearly represented and you take us through the explanations in a logical and engaging fashion.
Negative Activating,also distracted by the gray text box overlapping the data.
Asking questions,"What to you think about the colors blue/pink for male and female, or too obvious?"
Vocatives (addressing individual),"Kathleen, thank you very much for your post"
Negative Deactivating,"Still a very relevant insight to explore, unfortunately."
Quoting from others' messages & Referring explicitly to others' messages,Alberto Cairo also talked about him and he’s on the cover of his latest book.
Negative Activating,what to make of the Sankey diagrams
Negative Activating,.I wonder if it’s hard from me to compare everything because each illustration is not an apples to apples comparison.
Asking questions,"But if we were given a limited amount of space for the same visual, wouldn’t the removal of the map do better good than the absence of bar graphs/ other secondary aids?"
Negative Activating,I wonder if that could be investigated!
Negative Deactivating,"but the way this particular Flourish-template is set up the circle-colour is linked to the colour of the graph, which was then very hard to read."
Positive Activating,would be interesting to understand why.
Personal advice,"I think the interactive could be complemented with other graphics and variables to try to find a correlation such as education, poverty, number of guns by region..."
Personal advice,still maybe you give the happy floating bubbles a try?
"Complementing, expressing appreciation","Hi, Takura,Amazing and usefull visualization!"
Expressing agreement,I agree tha the solution will be to use a scatter diagram.
Vocatives (addressing individual),Sound topic Maayan!
Positive Activating,Great share and explanation of what you did
Positive Activating,You’ve selected a topic with fascinating public policy implications.
Positive Activating,This is a great topic. I hope you dig deeper with it!
Asking questions,"Are we looking at actual numbers over time, or at percentages of the population?"
Vocatives (addressing individual),"Hi Reiner,Great thoughts!"
Expressing agreement,"Joy, you are right on by saying there is a lot going on with this piece."
"Complementing, expressing appreciation",This is such an impressive work.
Personal advice,I think you could get answers in emigration statistics and political situations in these countries.
Expressing disagreement,"Not sure if rank adds extra information, since audience can detect rank from scoring as well."
Self-disclosure & expressing values,"Since I have worked with multiple data visualization tools, I know that they each have their pros and cons."
Positive Activating,Looking forward to see what you find!
Asking questions,Did you want to show the 4 bar as political party?
"Complementing, expressing appreciation",Hi Christopher!Really interesting topic!
Vocatives (addressing individual),"Joy, you are right on by saying there is a lot going on with this piece."
Personal advice,perhaps it would serve the visualisation better to use a world map?
"Complementing, expressing appreciation",Hi!I like the story!
Negative Deactivating,Animations do not convince me: they are too difficult to interpret.
Personal advice,"Other things that come to mind are solo artist versus band member, geographic distribution, career trajectory to name a few.Please share the dataset you’ve compiled"
Unconventional emotion expression,but in my imagination dogs and mices are friends :)
Asking questions,Does cutting corporate taxes really creates jobs?
Positive Activating,chart and having just one scale for all data points.
Addresses or refers to the group using inclusive pronouns (addressing the whole group),"However, if this chart was adapted for Brazil, we would have to consider another variable - the unemployment rate, which would certainly help to justify the stay of the young people in their parents’ homes."
Personal advice,Could the text at the top be larger and summarized?
Asking questions,"I wonder if this was moved into an interactive, online version if the tags could pop up when a user hovered over each country?"
Negative Activating,I agree the second is complicated and I was just unsure what to do about that
"Complementing, expressing appreciation",Great presentation. Good use of Flourish.
Personal advice,Try choosing a visualization with a single pair of axes
Personal advice,Your charts could be clearer
Expressing agreement,I have to agree.
"Complementing, expressing appreciation","Hi Julian,Congratulations on your great choice of topic and beautiful visualization."
"Complementing, expressing appreciation",Great work!
Positive Activating,"Admiring the dataset you used, has a lot of information that might be important to change the way people think."
Expressing agreement,I agree with your suggestions.
"Complementing, expressing appreciation","Great visualization, very informative."
Vocatives (addressing individual),Hi Tamara
Asking questions,What is the relationship between countries and categories?
Personal advice,"It would be interesting to plot the introduction/spread of treatment on the chart, too, if that data were available."
"Complementing, expressing appreciation","Hi Macarena,Thanks a lot for all your indications."
"Complementing, expressing appreciation",Thanks again for sharing this data story!
Self-disclosure & expressing values,"I’d be interested to find the data for my country, Australia. We have mining companies competing for some of our best agricultural land."
Personal advice,I would use a bar graph of the (perhaps annualized) growth rates at the county level
"Complementing, expressing appreciation",the data is well used and the use of other resources is educational
Personal advice,"Hi Jim,I would suggest uploading your chart, that way the points you’re making will be much more convincing. It will also demonstrate your skills."
Positive Activating,Interesting theme.
"Complementing, expressing appreciation","Impressed with how you manage these tools so well and produce well-designed, readable, clear information."
Vocatives (addressing individual),"Hi Chris,I went to the link that you included in your critique."
"Complementing, expressing appreciation",Hi Julian!I was just happy to look at your chart!
"Complementing, expressing appreciation",You’ve selected a topic with fascinating public policy implications.
Positive Activating,Wow! I didn’t know how big it was until I saw your charts.
Negative Activating,I don’t understand what the each bar means.
"Phatics, salutations and greetings, Social sharing","Hi Kevin,"
"Complementing, expressing appreciation","Hi Mario,Thats an interesting topic and a very popular one nowadays."
Addresses or refers to the group using inclusive pronouns (addressing the whole group),"I know hurricane Harvey is an outlier and while it is was rare event, we know that if happened once, it will happen again."
Unconventional emotion expression,Maybe that would also be worth exploring. :)
Negative Activating,Here I was also wondering if you could add the slope.
Asking questions,Might the increase in Medical Cards holders be due to the 2007 crisis?What about that huge cut in expenditures in 2009?What about the increase in GP card holders in 2014?
Asking questions,Just a question. What is the measure to calculate cheese production in 2015?
Personal advice,I would have like to see one more bar graph of comparison so I could make sure that I was understanding the world map.
Personal advice,The only thing I was wondering about is slide no. 4.
"Complementing, expressing appreciation","Hi Julian,Thank you very much for your in depth analysis."
"Complementing, expressing appreciation",The landing page is very vivid and captures the tone of happiness very well
"Complementing, expressing appreciation","Anyway, good exploration work!"
Negative Activating,IT’s a bit difficult to understand at a first glance the rankings
Personal advice,You have to do another bubble charts
Personal advice,"However, I think the map can be improved a bit."
Self-disclosure & expressing values,"I’m vegetarian, so I don’t typically pay attention to trends in the seafood industry and the different trends in wild/farmed seafood."
"Complementing, expressing appreciation",Congratulations ! That is a fantastic data vis !!
Negative Activating,"Obviously, the spike at age 27 is unique and unnatural. But I’d like to know: just how unique is it?"
Negative Activating,time.
Personal advice,One criticism: I would work on the color scheme - confusing to have manhattan coded red and also hispanic students coded red.
Personal advice,"It would be interesting to compare with audio streaming services data, I assume the results would be totally different."
Positive Activating,"Thank you Daoud,Hope Alberto will talk about Tableau."
Expressing agreement,I agree that making a map could be useful.
"Complementing, expressing appreciation",It looks superb!
"Phatics, salutations and greetings, Social sharing","Hi Maria, congratulations for that decision, I know it’s not easy but it’s definitely a sensible action considering the rising population, the Co2 emissions and the lack of resources, among others."
"Complementing, expressing appreciation",Your visualizations provide both a great overview and detailed information.Thank you for sharing this project.
Negative Activating,I’m confused without a title to each graph.
Asking questions,"One more thing I would check when exploring the data- are the numbers prior to 1989 taking the whole of the Soviet Union and then, after its collapse maybe its taking into account much smaller teritory and it can contribute to the decline in numbers?"
Negative Activating,"To be honest, I didn’t expect this to be so frustrating at times :)"
Self-disclosure & expressing values,"environment, although theres still much to be done."
Negative Activating,"I think the first and second page is so many color and no label for each bar, so i think it’s hard to read."
"Complementing, expressing appreciation",Thank you very much for sharing this project.
Self-disclosure & expressing values,"People don’t listen to full albuns nowadays, and artists tend not to work on them. So sad...As a music lover, just like you, I decided to play with data from Spotify on this exercise. I used Spotify Charts to show how many times an artist appears in the top 200 of the week."
Self-disclosure & expressing values,"My colleague looked at a different value. I looked at time from grant to publishing a research paper, and he looked at time from grant to award of a patent. Getting a patent through the US patent office can take quite a long time, so Im not surprised his time distribution was longer."
Vocatives (addressing individual),"Hi Takura,WOW."
Positive Activating,"At first I laugh at the library, the picture is so humorous."
Positive Activating,I am trying to learn tableau so I also really enjoy seeing how others are using the tool to create
Negative Activating,"When I started reading your analysis, I was going to be shocked that a disease or a combination of diseases accounted for the population loss."
"Complementing, expressing appreciation",You seemed to fully understand the programs that can be used to enhance your visualizations of big data.
Expressing agreement,"Hi Diana,I agree with your points."
Asking questions,"Are those numbers tons, kg or number of cheeses?"
Expressing agreement,I agree it’s much more effective this way.
Unconventional emotion expression,".So now I will, of course, probably ""borrow"" your idea (and lots of other ideas I see in these forums, too)! :-)"
Personal advice,My only feedback is on the doughnut chart.
Negative Activating,I was unable to get to the page for your PowerPoint slides
"Complementing, expressing appreciation","Hi, Julin.I’m impressed with the whole work"
Personal advice,This may help us to identify some seasonal patterns
Personal advice,I would make the headline bigger and bolder with possibly some colour in it.
Asking questions,And what about the lines on the bottom? Where do they come from?
"Complementing, expressing appreciation",Very well done.
Positive Activating,It would definitely be worth looking into.
"Complementing, expressing appreciation",Very affecting.
Negative Activating,Sometimes it is a bit confusing to spot the differences between small values
Negative Activating,I am wondering why you limited your questioning to the US though as there are many other countries that have troops on the ground.
"Complementing, expressing appreciation","Hi Elena, thanks for your reply."
Positive Activating,I was also very curious about the possible connection between cause of death and genre of music
Negative Deactivating,t’s a shame the available data doesn’t tell a more geographical storysomething along the lines of developing and emerging economies are mostly located in a band on either side of the equator.
Negative Deactivating,"However, I don’t see treemaps as the ideal for your story."
Asking questions,Why is the US red when most of its spending was in the blue (alcohol) category?
Negative Activating,"I found a bright colour or two at the lower end of the happiness index, which is a bit confusing visually"
Positive Activating,I would love to know for instance why some diseases are becoming less lethal
"Complementing, expressing appreciation","Hi,Great use of the range of visualisation formats that Flourish has to offer."
Course reflection,The course has been fun and the learnings about best ways of exploring data with overview storytelling is what I was trying to put in practice.
"Complementing, expressing appreciation","Hi Annabelle,your story is really funny andat the same time instructive!Yours is an example of how to use charts and a story together andand be creative with a good imagination."
Positive Deactivating,its good to know people understand the explanations
Vocatives (addressing individual),"Dear Brett,Interesting dataset and infographics"
Quoting from others' messages & Referring explicitly to others' messages,"My comments for improvement, match yours."
Negative Activating,"so there have been some issues about what to count as """"films"""" by data aggregators"
Vocatives (addressing individual),"Hi Sharon,Congratulations"
Negative Activating,I wonder if there are changes in nationality around the Olympics and if those countries won?
Expressing agreement,I have to agree that your graphic doesn’t really inform a discussion regarding the data
Vocatives (addressing individual),"Thanks, Nicola."
"Complementing, expressing appreciation","Hi Ruth, Thank you for this post."
"Complementing, expressing appreciation",The timeline below is beautiful.
Unconventional emotion expression,your solution is great!!
Negative Deactivating,"Unfortunately, Flourish does not yet allow graphics like maps to be displayed underneath scatter plots;"
Negative Deactivating,"But, the only issue I found is that scatter plot visualization looks messy and concise on a phone’s screen."
Vocatives (addressing individual),"Hi Yelena,Thanks for your feedback and noting further observations on the graph."
"Complementing, expressing appreciation","Russ, this is really interesting -- and laid out in a way that is easy to understand."
Negative Activating,"While you have in fact done this on slide 2, I found it difficult to remember by the time I made it to slide 10."
Vocatives (addressing individual),Hi Emmanuel
"Complementing, expressing appreciation",This is such a solid idea!
Negative Deactivating,there is nothing to see.
Unconventional emotion expression,So many possibilities for further study!
Quoting from others' messages & Referring explicitly to others' messages,Also to add: I am genuinely surprised at how many comments on here suggested dividing the genders by blue/pink as an ’improvement’ to the chart?https://www.ft.com/content/c4b7d8be-2eb0-11e8-9b4b-bc4b9f08f381
Negative Deactivating,"There was data about rank, but I couldn’t find a way in iNZight to combine this variable with the other variables."
Asking questions,how many dogs are there in those countries?
"Complementing, expressing appreciation",Great work!
Personal advice,Just some comments. I think you could improve the chart on cats’ colors.
Asking questions,Have you tried to find out (through more data exploration) what factors influenced the very different trends among the provinces?
Negative Activating,I also wondered why that was the case.
Positive Activating,"I’ll have to think about that, maybe that would be a good solution."
"Complementing, expressing appreciation","Overall, a great visual"
Negative Activating,I wonder what could be the cause(s) of such a big difference?
"Phatics, salutations and greetings, Social sharing",Hi!
"Complementing, expressing appreciation","Super impressed with your thoughtful observations on this Exercise 2’s weaknesses from a visualization standpoint. Nice job, Kettki!"
Personal advice,Just let me to make some comments:
Negative Activating,"please excuse my horrible attempt for a quick map, so sorry!"
Negative Deactivating,the data provided by the election management committee is disjointed
Positive Activating,"It’s interesting that, like me, you were confused as to what was the overall purpose of the data viz."
Expressing agreement,Agreed with you that the most interesting story hiding behind the numbers is that the highest spender countries spend most on recreation as compared to the lowest spender countries spend most on clothing.
Personal advice,Wondering if a slide could be added on highest paid actors
"Complementing, expressing appreciation",Very impressive work !
Vocatives (addressing individual),"Hi Michal, thanks for the feedback."
Self-disclosure & expressing values,This is a topic I really loved to read during my graduation. I really liked to try to find correlations and causations between happiness and economic development.
Positive Activating,I’ll work on that visualization. I am sure population and ticket sales are correlated.
Asking questions,Were you able to draw any conclusions or find any relationships or trends by looking at the charts?
Expressing agreement,"Hello Kat,I agreed with you, the map is unnecessaryfor the task they wanted to show."
Expressing disagreement,I was not sure what you used as your data source.
Positive Deactivating,The matrix of graphs is really helpful to compare and extract patterns between the different countries
Vocatives (addressing individual),"Hello Angel,Being a MD myself (worked 20 years in hospital) I am curious of course."
Expressing disagreement,I just wondering if you really need all the graphs.
Personal advice,"Maybe, you can focus the data in the operable reactors to see the capacity of this countries to produce energy."
Personal advice,It might help to add some numerical ranges to the y-axis to better understand what is being classified as what kind of income.
"Complementing, expressing appreciation",Congratulations for all this incredible work.
"Complementing, expressing appreciation","Hi Donna,Thank you for the feedback and suggestions, especially including the introduction/spread of treatment on the chart."
Negative Activating,"There is also a cool possibility to compare some the graphs, but lots of graphs a little bit to hard."
Asking questions,Was one of the explorations you wanted to do some sort of small multiples display?
Positive Activating,And I hope that works ok
"Complementing, expressing appreciation","Hi Reiner,Great thoughts!"
Asking questions,Is this behavior worldwide?
Quoting from others' messages & Referring explicitly to others' messages,It would be great if you could take a look at this new graph:https://journalismcourses.org/mod/forum/discuss.php?d=104639#p293579
Expressing disagreement,I’m not sure of the value of looking at the demographic breakdown in the boroughs and how it relates to SAT scores.
Positive Activating,"Hi TJ, i am glad to hear that you had good times in my country!"
Expressing agreement,I agree with your assessment that the country comparisons are the most important.
Self-disclosure & expressing values,I love to see that Europe is going green! And Ive seen that in
"Complementing, expressing appreciation",Christopher--Truly fascinating topic!
"Complementing, expressing appreciation",I thought you did a very good job in showing the big picture of the trends and then further breaking it down to understand why the overall trend is the way it is.
Negative Activating,"At the bottom of the chart, several small parties have similar results over time, so they overlap one another, and make the chart hard to read."
Self-disclosure & expressing values,Kind regards from another cheese lover!
Personal advice,"Perhaps, you can find, in this way, some intuitions."
"Complementing, expressing appreciation",Nice work. Thanks for sharing the story!
Asking questions,How would you handle the Male-Female-Both sexes though?
Addresses or refers to the group using inclusive pronouns (addressing the whole group),"All Floridians, please excuse my horrible attempt for a quick map, so sorry!"
"Complementing, expressing appreciation",THank you miss Oyinak Oni.
Self-disclosure & expressing values,I work with data quite a bit and I think you learned a truism that usually the hardest part of data analysis is simply getting the data into a useful shape!
Negative Deactivating,"I’m afraid I can’t move the counter, it comes with the template and you can either have it displayed or not, but nothing more."
"Complementing, expressing appreciation","Hi, Justine! Thank you for your comments!"
Asking questions,Do you have a visualisation for the whole time period as well?
Vocatives (addressing individual),"Carlo, nice visualization!"
"Complementing, expressing appreciation",I really enjoyed the little story
Positive Activating,I did not realize how lucrative it is
Negative Activating,the grey text box overlapping the data as being too distracting
Asking questions,I wonder what it is about that region and timeframe that cause such an increase?
"Complementing, expressing appreciation",I’m personally very impressed by your graph.
Negative Activating,"I am not sure if I would know what percentage is """"a lot"""" of young people and what percentage is """"a lot"""" of old people."
"Complementing, expressing appreciation",You have posed some very interesting questions that I intend to explore in more detail.
Positive Activating,Wow. What a complex yet simplified presentation.
"Complementing, expressing appreciation",That is a great idea.
Vocatives (addressing individual),Thanks Sylvie
Vocatives (addressing individual),"Congratulations, Hassel!"
Expressing agreement,I absolutely agree with stronger labeling.
Negative Activating,I did find it confusing though that you used the same color palette to for the boroughs in the map as you did for the races in the stacked bar.
"Complementing, expressing appreciation",Thanks Jonathan. That’s a good tip.
Personal advice,"And, I do not know if is possible, put Integration and"
Positive Activating,I find it interesting that Afghanistan imports goods from Kenya.
Positive Activating,But it’s certainly worth exploring
Negative Activating,only that in the graphics the information was very crowded for the amount of countries
Vocatives (addressing individual),"Joseph,I love that you used lat and long values in the data to make quick maps."
Negative Activating,I also have to keep going back to the key to remind myself which color represents which country.
Positive Activating,"Of the notable data, I found the class size view very interesting"
Positive Activating,"I hope that Flourish will add this feature in the future, though."
Positive Activating,I think it is really interesting that using these visualizations enabled you to discover that Qatar has many outliers.
"Phatics, salutations and greetings, Social sharing",Good luck with the rest of your investigations!
Expressing agreement,I totally agree.
Unconventional emotion expression,"Annabelle, your story made me smile :-)"
Positive Activating,"I was very curious abour Ciclocidade’s source for the info used in your graphic’s, and the other graphics they have in their site, and they seem to rely heavily on specific daily bike counts in specific points of Brasil’s main cities, which makes me worry about biases in the base data."
"Phatics, salutations and greetings, Social sharing",Hi!
Personal advice,"Some details in graphics, such as many colours instead put the names into the graph could be better."
Positive Activating,"the current dataset doesn’t have genre as a separate column, but it would not be difficult to add"
Asking questions,why are there just some country names at the right end of the lines?
Vocatives (addressing individual),"Ciao Maria, thanks for your comment."
Expressing agreement,"I totally agree with you that before it’s possible to change this chart, the goal has to be clear."
Negative Activating,"Myself, I am new to the idea and this has been a challenge."
Asking questions,Could driving while under the influence of drugs be going up because police are better at identifying the signs/have better tests for that?
"Complementing, expressing appreciation",I think you make a valid point by stating that crime statisticscan be reported differently across countries.
Negative Activating,apparently the UNESCO data is incomplete
Expressing disagreement,"I have some doubts about the numbers, those for the different ages seem much too high to me."
Vocatives (addressing individual),"Hi Katica,I like your suggestion, because a line chart focuses on the gain in life expectancy."
Asking questions,One questions that arises is about the application rate : does it changed also in the pick you observed ?
Personal advice,Just two comments.
Expressing agreement,"Yes, I agree with you!"
Addresses or refers to the group using inclusive pronouns (addressing the whole group),We lose sight of some of the fundamental progress in humankind.
Vocatives (addressing individual),Thanks very much Michaela
Positive Activating,That might make for an interesting deeper look.
Positive Activating,I was highly interested in California after looking at the two maps after a while.
Asking questions,Feel a little incompetent asking but how are you guys loading your images in?
Personal advice,"It seems more appropriate to use only the headers; in this way, neither"
Vocatives (addressing individual),"Charlotte,Thank you for posting all of the different ways that you played with the data to then look for associations."
Vocatives (addressing individual),MarioThanks for the feedback
"Complementing, expressing appreciation",Cannot believe you handled this much data. Great job
"Complementing, expressing appreciation",You summarized the information and made it easier to understand.
"Complementing, expressing appreciation",There is something about how the lines intersect on the first graph that is really beautiful.
Positive Activating,"Your solution shows the data in a really interesting way, showing the clear correlation between income and life expectancy."
Vocatives (addressing individual),Hi Belen
Asking questions,it would be possible to obtein other data aboutthe reasons for the murdes?And it is still possible to have information on the social situation of the murdered persons?
Vocatives (addressing individual),Great work Hideki Nakane
"Complementing, expressing appreciation",I particularly like the bar chart that compares the different regions Canada exports to.
Positive Activating,"I like your charts, but I would also get rid of the of the year numbers and go for color coded years instead, just to make it look less complicated."
Personal advice,you could use interesting annotations to provide further insights and make it more interesting.
Personal advice,"Still a very relevant insight to explore, unfortunately. I think it would be interesting to separate by positions in the hierarchy of the staff, if there was such information"
"Complementing, expressing appreciation",Thanks for the excellent story!
Positive Activating,"I am particularly impressed with your """"binning"""" the political parties into your SIDE mnemonic, which greatly simplifies the understanding of the situation."
Personal advice,it is good if we have the label that identify the year at the end of each line
Self-disclosure & expressing values,"I live in Argentina, where everyone is always trying to argue that Messi is the greatest of all time, despite the fact he has never won a World Cup."
Self-disclosure & expressing values,"In Luxembourg they don’t care at all of the environment, in Sweden the most of the energy is renewable, big countries are slower in their energetic conversion to renewables."
Vocatives (addressing individual),"Hi Carlo,"
Negative Deactivating,Let say that was not a possibility.
Positive Activating,That is fantastic I need to read and see how you created this table with the chart behind it!
Negative Activating,it was too long to fit in the discussion window (on my tablet) so I could not select it to open it
Personal advice,"If I had to make a critique, it will be on resources breakdown"
Personal advice,Herein some feedback:
Positive Activating,I like your suggestion of using a line graph to show changes
"Complementing, expressing appreciation","Hello Gabriela, thank you for your sharing your interesting research."
Negative Activating,I find that it’s hard to look at the timeline at the bottom
Positive Activating,"I feel attached that I am also fun of Indian films. it is interesting to know the comparison with other films.Your presentation, makes me interested to know more insights into the differences in various regions."
Positive Activating,Kenya was surprise for sure
"Complementing, expressing appreciation","Hi Dimo,the Sankey chart looks great."
Vocatives (addressing individual),"Hi Graysen,I think you really have something here!"
Negative Deactivating,"data is often filled with missing values, repeated values, messy tables, incoherence, and more."
Expressing agreement,I do agree that the chart needed to be rotated.
Asking questions,Does that mean anything?
"Complementing, expressing appreciation","Easy to follow, consistent throughout, and interesting data."
Asking questions,WOuldn’t that be nice?
Quoting from others' messages & Referring explicitly to others' messages,It would be great if you could take a look at this new graph:https://journalismcourses.org/mod/forum/discuss.php?d=104639#p293579
Asking questions,Did you like Tableau?
Vocatives (addressing individual),"Hi Dima,nice observations!"
Positive Activating,"But I understand from your words that all this is not necessarily obvious, so I will endeavor to make it clearer."
Expressing agreement,"Hi Jan,I completely agree that converting to percentages spent on each category would give a better comparison and insight into the priorities and interest of different countries."
Negative Activating,Cleaning and formatting the data is usually half the battle.
"Complementing, expressing appreciation",Good call on taking out heart disease and cancer.
Asking questions,Is there a way to look at how the different groups in the different boroughs are doing?
"Phatics, salutations and greetings, Social sharing",Hi!
Self-disclosure & expressing values,"I am not a native English-speaker, but I think you misused the terms, as mouse=singular and mice=plural"
Positive Activating,"However, this is not a particularly onerous task in Excel.I hope to return here with further insights."
Quoting from others' messages & Referring explicitly to others' messages,Remember Alberto do this in schools analisys example in module 1.
Positive Activating,The Togo data is intriguing.
Vocatives (addressing individual),"Hi, Steve --You beat me to it!"
Vocatives (addressing individual),"Hi Dimo,the Sankey chart looks great."
"Phatics, salutations and greetings, Social sharing","Hi, Mr. Pauley."
Quoting from others' messages & Referring explicitly to others' messages,"To consider someone to be literate, I found that different countries use different means. (https://ourworldindata.org/how-is-literacy-measured)"
Positive Activating,"I think what would be interesting to see is how the mix of grains fluctuate, particularly among the top trade partners."
Negative Activating,My only concern is that the data is so highly concentrated in the bottom left of the graphs and it can get difficult to tell them apart due to colors of the same hue but different opacity.
Personal advice,I still wonder if it could be larger?
Addresses or refers to the group using inclusive pronouns (addressing the whole group),We have people who create visualizations full time;
"Complementing, expressing appreciation",Thanks for sharing!
Personal advice,"If the goal is to highlight that black cats are more adopted than others, I think a pie would be better."
"Complementing, expressing appreciation","Hi, Dave! Thank you for your comment."
"Complementing, expressing appreciation",You were able to reconcile the graphs very well with the analyzes.
"Phatics, salutations and greetings, Social sharing","Hi Aleksandra, yes it would be more explanatory to add more variables to the data set, as cigarette and alcohol consumption are also believed to be a cause of cancer disease."
Positive Deactivating,"Nice chart, easy to understand."
"Phatics, salutations and greetings, Social sharing","Hi Yelena,Thanks for your feedback and noting further observations on the graph."
Personal advice,"instead of looking at each individual level of happiness across each country individually, perhaps you could look at each level of happiness together in one line chart"
Asking questions,"I have a question, though"
Vocatives (addressing individual),"Ebony, thank you for the feedback!"
"Complementing, expressing appreciation","Hi Abbi,Thank you for your reply."
Asking questions,Maybe there was a gap in statistics or the number of observations\datas in 2000th and earliercovered a small number of observations?
Vocatives (addressing individual),Christopher--Truly fascinating topic!
Expressing agreement,"Agreed, I don’t think the map is particularly useful."
"Phatics, salutations and greetings, Social sharing","Hi, Alex!"
Positive Deactivating,I could understand the whole story without hovering my mouse on a particular point.
Vocatives (addressing individual),"Hi Jonathan,I really appreciate your feedback."
Negative Activating,"I have some doubts about the numbers, those for the different ages seem much too high to me."
Expressing disagreement,"I like the interactive and you can see that all the countries are making progress in increasing life expectancy. However if the purpose of the graphic is to highlight Singapore’s progress relative to other countries, it still doesn’t quite work."
Negative Activating,Some having trouble with the original posting.
"Complementing, expressing appreciation","I think it is great that you have chosen small multiples to display Bachelor, Master degree and subject separately."
Personal advice,My only wish would be to see if I could do more comparisons against even more nations.
Personal advice,I think (and I am just learning this now) that this project could benefit greatly from annotations
